JournalNum,TransDate,Voucher,AccountNum,Txt,CurrencyCode,AmountCurDebit,AmountCurCredit,AccountType,ExchRate,Dimension1,Dimension2,Dimension3,SettleVoucher,PostingProfile,PaymentStatus,CashDiscAmount,VendTransId,RemainAmount,BankDepositVoucher,OffsetAccountNum,,,PaymMode,OffsetAccountType,BankTransType,Transferred,Cancel,NoEdit,Approved,ApprovedBy,FreqValue,FreqCode,Due,Transfer,PurchLedgerPosting,Payment,SalesPrice,FurtherPostingType,PoolRecId,Prepayment,PaymentSequenceNum,AssetTransType,AssetBudgetPostingStatus,AssetDepreciationTime,DEL_PaymReconciliationRecId,FurtherPostingRecId,TaxDirectionControl,ReserveTransId,AssetSection179Trans,AssetRevaluationAmount,AssetRevaluationTrans,AssetConsumptionQty,CustVendNegInstProtestReason,BankRemittanceType,CODIGO,BALANCE
DC-037181,09/23/2008,.ADG-000145,00023209,Carga de Balance Inicial de Clientes 2,RD,3406670,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22557,3406670
DC-037181,09/23/2008,.ADG-000146,00023210,Carga de Balance Inicial de Clientes 2,RD,40600,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22558,40600
DC-037181,09/23/2008,.ADG-000147,00023211,Carga de Balance Inicial de Clientes 2,RD,191344,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22559,191344
DC-037181,09/23/2008,.ADG-000148,00023212,Carga de Balance Inicial de Clientes 2,RD,135400,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22560,135400
DC-037181,09/23/2008,.ADG-000149,00023213,Carga de Balance Inicial de Clientes 2,RD,245140,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22561,245140
DC-037181,09/23/2008,.ADG-000150,00023214,Carga de Balance Inicial de Clientes 2,RD,30030,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22562,30030
DC-037181,09/23/2008,.ADG-000151,00023215,Carga de Balance Inicial de Clientes 2,RD,61150,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22563,61150
DC-037181,09/23/2008,.ADG-000152,00023216,Carga de Balance Inicial de Clientes 2,RD,42550,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22564,42550
DC-037181,09/23/2008,.ADG-000153,00023217,Carga de Balance Inicial de Clientes 2,RD,2160.16,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22565,2160.16
DC-037181,09/23/2008,.ADG-000154,00023218,Carga de Balance Inicial de Clientes 2,RD,992388,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22566,992388
DC-037181,09/23/2008,.ADG-000155,00023219,Carga de Balance Inicial de Clientes 2,RD,2800,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22567,2800
DC-037181,09/23/2008,.ADG-000156,00023220,Carga de Balance Inicial de Clientes 2,RD,154190,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22568,154190
DC-037181,09/23/2008,.ADG-000157,00023221,Carga de Balance Inicial de Clientes 2,RD,7520836,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22569,7520836
DC-037181,09/23/2008,.ADG-000158,00023222,Carga de Balance Inicial de Clientes 2,RD,6050,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22570,6050
DC-037181,09/23/2008,.ADG-000159,00023223,Carga de Balance Inicial de Clientes 2,RD,5684180,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22571,5684180
DC-037181,09/23/2008,.ADG-000160,00023224,Carga de Balance Inicial de Clientes 2,RD,64704,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22572,64704
DC-037181,09/23/2008,.ADG-000161,00023225,Carga de Balance Inicial de Clientes 2,RD,60822,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22573,60822
DC-037181,09/23/2008,.ADG-000162,00023226,Carga de Balance Inicial de Clientes 2,RD,436958,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22574,436958
DC-037181,09/23/2008,.ADG-000163,00023227,Carga de Balance Inicial de Clientes 2,RD,922445,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22575,922445
DC-037181,09/23/2008,.ADG-000164,00023228,Carga de Balance Inicial de Clientes 2,RD,98650,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22576,98650
DC-037181,09/23/2008,.ADG-000165,00023229,Carga de Balance Inicial de Clientes 2,RD,1056967,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22577,1056967
DC-037181,09/23/2008,.ADG-000166,00023230,Carga de Balance Inicial de Clientes 2,RD,5012,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22578,5012
DC-037181,09/23/2008,.ADG-000167,00023231,Carga de Balance Inicial de Clientes 2,RD,32940,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22579,32940
DC-037181,09/23/2008,.ADG-000168,00023232,Carga de Balance Inicial de Clientes 2,RD,8850,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22580,8850
DC-037181,09/23/2008,.ADG-000169,00023233,Carga de Balance Inicial de Clientes 2,RD,69150,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22581,69150
DC-037181,09/23/2008,.ADG-000170,00023234,Carga de Balance Inicial de Clientes 2,RD,1180026,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22582,1180026
DC-037181,09/23/2008,.ADG-000171,00023235,Carga de Balance Inicial de Clientes 2,RD,286350,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22583,286350
DC-037181,09/23/2008,.ADG-000172,00023236,Carga de Balance Inicial de Clientes 2,RD,8014,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22584,8014
DC-037181,09/23/2008,.ADG-000173,00023237,Carga de Balance Inicial de Clientes 2,RD,152626,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22585,152626
DC-037181,09/23/2008,.ADG-000174,00023238,Carga de Balance Inicial de Clientes 2,RD,40,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22586,40
DC-037181,09/23/2008,.ADG-000175,00023239,Carga de Balance Inicial de Clientes 2,RD,814.4,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22587,814.4
DC-037181,09/23/2008,.ADG-000176,00023240,Carga de Balance Inicial de Clientes 2,RD,39300,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22588,39300
DC-037181,09/23/2008,.ADG-000177,00023241,Carga de Balance Inicial de Clientes 2,RD,107844,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22589,107844
DC-037181,09/23/2008,.ADG-000178,00023242,Carga de Balance Inicial de Clientes 2,RD,311060,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22590,311060
DC-037181,09/23/2008,.ADG-000179,00023243,Carga de Balance Inicial de Clientes 2,RD,23430,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22591,23430
DC-037181,09/23/2008,.ADG-000180,00023244,Carga de Balance Inicial de Clientes 2,RD,1256038,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22592,1256038
DC-037181,09/23/2008,.ADG-000181,00023245,Carga de Balance Inicial de Clientes 2,RD,0,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22593,0
DC-037181,09/23/2008,.ADG-000182,00023246,Carga de Balance Inicial de Clientes 2,RD,68458,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22594,68458
DC-037181,09/23/2008,.ADG-000183,00023247,Carga de Balance Inicial de Clientes 2,RD,500418,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22595,500418
DC-037181,09/23/2008,.ADG-000184,00023248,Carga de Balance Inicial de Clientes 2,RD,64050,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22596,64050
DC-037181,09/23/2008,.ADG-000185,00023249,Carga de Balance Inicial de Clientes 2,RD,1922094,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22597,1922094
DC-037181,09/23/2008,.ADG-000186,00023250,Carga de Balance Inicial de Clientes 2,RD,48807.43,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22598,48807.43
DC-037181,09/23/2008,.ADG-000187,00023251,Carga de Balance Inicial de Clientes 2,RD,1983474,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22599,1983474
DC-037181,09/23/2008,.ADG-000188,00023252,Carga de Balance Inicial de Clientes 2,RD,1814700,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22600,1814700
DC-037181,09/23/2008,.ADG-000189,00023253,Carga de Balance Inicial de Clientes 2,RD,534338,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22601,534338
DC-037181,09/23/2008,.ADG-000190,00023254,Carga de Balance Inicial de Clientes 2,RD,167310,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22602,167310
DC-037181,09/23/2008,.ADG-000191,00023255,Carga de Balance Inicial de Clientes 2,RD,60030,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22603,60030
DC-037181,09/23/2008,.ADG-000192,00023256,Carga de Balance Inicial de Clientes 2,RD,61300,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22604,61300
DC-037181,09/23/2008,.ADG-000193,00023257,Carga de Balance Inicial de Clientes 2,RD,790150,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22605,790150
DC-037181,09/23/2008,.ADG-000194,00023258,Carga de Balance Inicial de Clientes 2,RD,348450,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22606,348450
DC-037181,09/23/2008,.ADG-000195,00023259,Carga de Balance Inicial de Clientes 2,RD,2064240,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22607,2064240
DC-037181,09/23/2008,.ADG-000196,00023260,Carga de Balance Inicial de Clientes 2,RD,190070,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22608,190070
DC-037181,09/23/2008,.ADG-000197,00023261,Carga de Balance Inicial de Clientes 2,RD,4208,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22609,4208
DC-037181,09/23/2008,.ADG-000198,00023262,Carga de Balance Inicial de Clientes 2,RD,109082,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22610,109082
DC-037181,09/23/2008,.ADG-000199,00023263,Carga de Balance Inicial de Clientes 2,RD,2436500,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22611,2436500
DC-037181,09/23/2008,.ADG-000200,00023264,Carga de Balance Inicial de Clientes 2,RD,2709514,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22612,2709514
DC-037181,09/23/2008,.ADG-000201,00023265,Carga de Balance Inicial de Clientes 2,RD,0,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22613,0
DC-037181,09/23/2008,.ADG-000202,00023266,Carga de Balance Inicial de Clientes 2,RD,184194,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22614,184194
DC-037181,09/23/2008,.ADG-000203,00023267,Carga de Balance Inicial de Clientes 2,RD,205392,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22615,205392
DC-037181,09/23/2008,.ADG-000204,00023268,Carga de Balance Inicial de Clientes 2,RD,128800,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22616,128800
DC-037181,09/23/2008,.ADG-000205,00023269,Carga de Balance Inicial de Clientes 2,RD,1185078,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22617,1185078
DC-037181,09/23/2008,.ADG-000206,00023270,Carga de Balance Inicial de Clientes 2,RD,48150,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22618,48150
DC-037181,09/23/2008,.ADG-000207,00023271,Carga de Balance Inicial de Clientes 2,RD,1601614,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22619,1601614
DC-037181,09/23/2008,.ADG-000208,00023272,Carga de Balance Inicial de Clientes 2,RD,19300,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22620,19300
DC-037181,09/23/2008,.ADG-000209,00023273,Carga de Balance Inicial de Clientes 2,RD,61500,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22621,61500
