JournalNum,TransDate,Voucher,AccountNum,Txt,CurrencyCode,AmountCurDebit,AmountCurCredit,AccountType,ExchRate,Dimension1,Dimension2,Dimension3,SettleVoucher,PostingProfile,PaymentStatus,CashDiscAmount,VendTransId,RemainAmount,BankDepositVoucher,OffsetAccountNum,,,PaymMode,OffsetAccountType,BankTransType,Transferred,Cancel,NoEdit,Approved,ApprovedBy,FreqValue,FreqCode,Due,Transfer,PurchLedgerPosting,Payment,SalesPrice,FurtherPostingType,PoolRecId,Prepayment,PaymentSequenceNum,AssetTransType,AssetBudgetPostingStatus,AssetDepreciationTime,DEL_PaymReconciliationRecId,FurtherPostingRecId,TaxDirectionControl,ReserveTransId,AssetSection179Trans,AssetRevaluationAmount,AssetRevaluationTrans,AssetConsumptionQty,CustVendNegInstProtestReason,BankRemittanceType,CODIGO,BALANCE
DC-037181,09/23/2008,.ADG-000297,00023361,Carga de Balance Inicial de Clientes 2,RD,806368,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22709,806368
DC-037181,09/23/2008,.ADG-000298,00023362,Carga de Balance Inicial de Clientes 2,RD,35050,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22710,35050
DC-037181,09/23/2008,.ADG-000299,00023363,Carga de Balance Inicial de Clientes 2,RD,24600,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22711,24600
DC-037181,09/23/2008,.ADG-000300,00023364,Carga de Balance Inicial de Clientes 2,RD,15479.4,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22712,15479.4
DC-037181,09/23/2008,.ADG-000301,00023365,Carga de Balance Inicial de Clientes 2,RD,57152,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22713,57152
DC-037181,09/23/2008,.ADG-000302,00023366,Carga de Balance Inicial de Clientes 2,RD,9500,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22714,9500
DC-037181,09/23/2008,.ADG-000303,00023367,Carga de Balance Inicial de Clientes 2,RD,7080,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22715,7080
DC-037181,09/23/2008,.ADG-000304,00023368,Carga de Balance Inicial de Clientes 2,RD,0,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22716,0
DC-037181,09/23/2008,.ADG-000305,00023369,Carga de Balance Inicial de Clientes 2,RD,19448,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22717,19448
DC-037181,09/23/2008,.ADG-000306,00023370,Carga de Balance Inicial de Clientes 2,RD,116366,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22718,116366
DC-037181,09/23/2008,.ADG-000307,00023371,Carga de Balance Inicial de Clientes 2,RD,407000,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22719,407000
DC-037181,09/23/2008,.ADG-000308,00023372,Carga de Balance Inicial de Clientes 2,RD,4670,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22720,4670
DC-037181,09/23/2008,.ADG-000309,00023373,Carga de Balance Inicial de Clientes 2,RD,0,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22721,0
DC-037181,09/23/2008,.ADG-000310,00023374,Carga de Balance Inicial de Clientes 2,RD,10950,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22722,10950
DC-037181,09/23/2008,.ADG-000311,00023375,Carga de Balance Inicial de Clientes 2,RD,246396,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22723,246396
DC-037181,09/23/2008,.ADG-000312,00023376,Carga de Balance Inicial de Clientes 2,RD,12390,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22724,12390
DC-037181,09/23/2008,.ADG-000313,00023377,Carga de Balance Inicial de Clientes 2,RD,158450,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22725,158450
DC-037181,09/23/2008,.ADG-000314,00023378,Carga de Balance Inicial de Clientes 2,RD,355492,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22726,355492
DC-037181,09/23/2008,.ADG-000315,00023379,Carga de Balance Inicial de Clientes 2,RD,3999637,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22727,3999637
DC-037181,09/23/2008,.ADG-000316,00023380,Carga de Balance Inicial de Clientes 2,RD,4496150,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22728,4496150
DC-037181,09/23/2008,.ADG-000317,00023381,Carga de Balance Inicial de Clientes 2,RD,70850,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22729,70850
DC-037181,09/23/2008,.ADG-000318,00023382,Carga de Balance Inicial de Clientes 2,RD,53244,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22730,53244
DC-037181,09/23/2008,.ADG-000319,00023383,Carga de Balance Inicial de Clientes 2,RD,0,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22731,0
DC-037181,09/23/2008,.ADG-000320,00023384,Carga de Balance Inicial de Clientes 2,RD,43050,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22732,43050
DC-037181,09/23/2008,.ADG-000321,00023385,Carga de Balance Inicial de Clientes 2,RD,37700,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22733,37700
DC-037181,09/23/2008,.ADG-000322,00023386,Carga de Balance Inicial de Clientes 2,RD,176198,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22734,176198
DC-037181,09/23/2008,.ADG-000323,00023387,Carga de Balance Inicial de Clientes 2,RD,5093650,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22735,5093650
DC-037181,09/23/2008,.ADG-000324,00023388,Carga de Balance Inicial de Clientes 2,RD,6640,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22736,6640
DC-037181,09/23/2008,.ADG-000325,00023389,Carga de Balance Inicial de Clientes 2,RD,60990,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22737,60990
DC-037181,09/23/2008,.ADG-000326,00023390,Carga de Balance Inicial de Clientes 2,RD,124766,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22738,124766
DC-037181,09/23/2008,.ADG-000327,00023391,Carga de Balance Inicial de Clientes 2,RD,400176,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22739,400176
DC-037181,09/23/2008,.ADG-000328,00023392,Carga de Balance Inicial de Clientes 2,RD,5800,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22740,5800
DC-037181,09/23/2008,.ADG-000329,00023393,Carga de Balance Inicial de Clientes 2,RD,18450,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22741,18450
DC-037181,09/23/2008,.ADG-000330,00023394,Carga de Balance Inicial de Clientes 2,RD,105150,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22742,105150
DC-037181,09/23/2008,.ADG-000331,00023395,Carga de Balance Inicial de Clientes 2,RD,468,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22743,468
DC-037181,09/23/2008,.ADG-000332,00023396,Carga de Balance Inicial de Clientes 2,RD,1075836,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22744,1075836
DC-037181,09/23/2008,.ADG-000333,00023397,Carga de Balance Inicial de Clientes 2,RD,77050,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22745,77050
DC-037181,09/23/2008,.ADG-000334,00023398,Carga de Balance Inicial de Clientes 2,RD,28050,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22746,28050
DC-037181,09/23/2008,.ADG-000335,00023399,Carga de Balance Inicial de Clientes 2,RD,30250,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22747,30250
DC-037181,09/23/2008,.ADG-000336,00023400,Carga de Balance Inicial de Clientes 2,RD,227850,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22748,227850
DC-037181,09/23/2008,.ADG-000337,00023401,Carga de Balance Inicial de Clientes 2,RD,4090,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22749,4090
DC-037181,09/23/2008,.ADG-000338,00023402,Carga de Balance Inicial de Clientes 2,RD,7370,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22750,7370
DC-037181,09/23/2008,.ADG-000339,00023403,Carga de Balance Inicial de Clientes 2,RD,385020,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22751,385020
DC-037181,09/23/2008,.ADG-000340,00023404,Carga de Balance Inicial de Clientes 2,RD,1200,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22752,1200
DC-037181,09/23/2008,.ADG-000341,00023405,Carga de Balance Inicial de Clientes 2,RD,0,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22753,0
DC-037181,09/23/2008,.ADG-000342,00023406,Carga de Balance Inicial de Clientes 2,RD,4162018,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22754,4162018
DC-037181,09/23/2008,.ADG-000343,00023407,Carga de Balance Inicial de Clientes 2,RD,7332155,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22755,7332155
DC-037181,09/23/2008,.ADG-000344,00023408,Carga de Balance Inicial de Clientes 2,RD,0,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22756,0
DC-037181,09/23/2008,.ADG-000345,00023409,Carga de Balance Inicial de Clientes 2,RD,0,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22757,0
DC-037181,09/23/2008,.ADG-000346,00023410,Carga de Balance Inicial de Clientes 2,RD,343536,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22758,343536
DC-037181,09/23/2008,.ADG-000347,00023411,Carga de Balance Inicial de Clientes 2,RD,201945,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22759,201945
DC-037181,09/23/2008,.ADG-000348,00023412,Carga de Balance Inicial de Clientes 2,RD,2000,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22760,2000
DC-037181,09/23/2008,.ADG-000349,00023413,Carga de Balance Inicial de Clientes 2,RD,135400,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22761,135400
DC-037181,09/23/2008,.ADG-000350,00023414,Carga de Balance Inicial de Clientes 2,RD,6795750,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22762,6795750
DC-037181,09/23/2008,.ADG-000351,00023415,Carga de Balance Inicial de Clientes 2,RD,521080,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22763,521080
DC-037181,09/23/2008,.ADG-000352,00023416,Carga de Balance Inicial de Clientes 2,RD,8,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22764,8
DC-037181,09/23/2008,.ADG-000353,00023417,Carga de Balance Inicial de Clientes 2,RD,59632,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22765,59632
DC-037181,09/23/2008,.ADG-000354,00023418,Carga de Balance Inicial de Clientes 2,RD,366720,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22766,366720
DC-037181,09/23/2008,.ADG-000355,00023419,Carga de Balance Inicial de Clientes 2,RD,874084,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22767,874084
DC-037181,09/23/2008,.ADG-000356,00023420,Carga de Balance Inicial de Clientes 2,RD,2739750,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22768,2739750
DC-037181,09/23/2008,.ADG-000357,00023421,Carga de Balance Inicial de Clientes 2,RD,3200,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22769,3200
DC-037181,09/23/2008,.ADG-000358,00023422,Carga de Balance Inicial de Clientes 2,RD,244350,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22770,244350
DC-037181,09/23/2008,.ADG-000359,00023423,Carga de Balance Inicial de Clientes 2,RD,772500,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22771,772500
DC-037181,09/23/2008,.ADG-000360,00023424,Carga de Balance Inicial de Clientes 2,RD,303728,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22772,303728
DC-037181,09/23/2008,.ADG-000361,00023425,Carga de Balance Inicial de Clientes 2,RD,697306,0,Cliente,100,SP,,,Ninguno,PCxC,Ninguno,0,0,0,No,1120206,,,CK,Contabilidad,CKS,No,No,No,Sí,Sinte,0,Día(s),09/23/2008,No,Ninguno,C30,0,No,0,No,0,Adquisición,No contabilizado,0,0,0,No,0,No,0,No,0,Ninguno,Ninguno,22773,697306
